filename,width,height,class,xmin,ymin,xmax,ymax
appy_fizz100.jpg,160,96,appyfizz,67,5,97,95
fanta50.jpg,160,96,fanta,75,1,105,93
appy_fizz35.jpg,160,96,appyfizz,70,6,99,94
fanta220.jpg,160,96,fanta,78,2,108,93
sprite160.jpg,160,96,sprite,73,4,113,95
appy1_125.jpg,160,96,appy,52,5,100,92
fanta195.jpg,160,96,fanta,78,1,108,93
appy_fizz205.jpg,160,96,appyfizz,71,6,99,95
appy1_75.jpg,160,96,appy,52,5,100,91
appy2_145.jpg,160,96,appy,61,23,122,87
sprite570.jpg,160,96,sprite,70,2,110,95
appy2_30.jpg,160,96,appy,51,20,123,83
fanta340.jpg,160,96,fanta,76,3,105,93
appy2_25.jpg,160,96,appy,53,20,121,82
sprite565.jpg,160,96,sprite,70,2,110,95
appy1_60.jpg,160,96,appy,52,4,101,92
appy2_150.jpg,160,96,appy,58,23,124,87
fanta180.jpg,160,96,fanta,78,1,108,94
appy_fizz210.jpg,160,96,appyfizz,70,5,98,94
appy1_130.jpg,160,96,appy,50,4,99,92
sprite175.jpg,160,96,sprite,73,4,113,95
fanta235.jpg,160,96,fanta,78,2,108,93
appy_fizz20.jpg,160,96,appyfizz,72,5,102,95
sprite60.jpg,160,96,sprite,71,5,111,95
fanta45.jpg,160,96,fanta,74,2,104,93
sprite375.jpg,160,96,sprite,73,6,112,95
appy_fizz170.jpg,160,96,appyfizz,74,5,103,95
appy2_230.jpg,160,96,appy,48,21,125,80
fanta90.jpg,160,96,fanta,75,2,105,94
sprite605.jpg,160,96,sprite,72,1,111,95
appy2_185.jpg,160,96,appy,49,25,128,77
sprite215.jpg,160,96,sprite,72,6,110,95
appy1_245.jpg,160,96,appy,53,5,100,91
sprite200.jpg,160,96,sprite,72,6,111,95
fanta140.jpg,160,96,fanta,76,1,106,93
appy2_190.jpg,160,96,appy,49,26,126,75
appy2_225.jpg,160,96,appy,48,20,127,78
fanta85.jpg,160,96,fanta,75,2,104,94
appy_fizz165.jpg,160,96,appyfizz,73,5,103,95
sprite360.jpg,160,96,sprite,73,6,112,95
appy_fizz175.jpg,160,96,appyfizz,74,6,104,95
sprite370.jpg,160,96,sprite,73,6,112,95
appy2_235.jpg,160,96,appy,48,20,123,81
fanta95.jpg,160,96,fanta,75,2,105,94
sprite600.jpg,160,96,sprite,71,0,111,95
fanta150.jpg,160,96,fanta,77,2,107,94
appy1_255.jpg,160,96,appy,57,5,100,89
sprite210.jpg,160,96,sprite,72,5,111,95
sprite205.jpg,160,96,sprite,72,5,111,95
appy1_240.jpg,160,96,appy,53,5,101,92
fanta145.jpg,160,96,fanta,77,2,106,94
appy2_195.jpg,160,96,appy,50,26,127,72
appy2_220.jpg,160,96,appy,48,22,127,78
fanta80.jpg,160,96,fanta,75,1,104,93
sprite365.jpg,160,96,sprite,73,6,112,95
appy_fizz160.jpg,160,96,appyfizz,74,5,104,95
fanta55.jpg,160,96,fanta,74,2,104,92
fanta225.jpg,160,96,fanta,78,2,108,93
appy_fizz30.jpg,160,96,appyfizz,71,6,99,95
appy1_120.jpg,160,96,appy,52,5,100,92
sprite165.jpg,160,96,sprite,74,4,113,95
fanta190.jpg,160,96,fanta,77,2,107,94
appy_fizz200.jpg,160,96,appyfizz,72,6,100,95
appy1_70.jpg,160,96,appy,52,5,101,92
sprite575.jpg,160,96,sprite,70,2,110,95
appy2_35.jpg,160,96,appy,48,20,123,81
appy2_20.jpg,160,96,appy,56,19,120,83
sprite560.jpg,160,96,sprite,69,2,109,95
appy1_65.jpg,160,96,appy,52,5,101,92
appy2_155.jpg,160,96,appy,56,22,127,86
fanta185.jpg,160,96,fanta,78,1,107,93
appy_fizz215.jpg,160,96,appyfizz,69,6,98,95
sprite170.jpg,160,96,sprite,73,5,112,95
appy1_135.jpg,160,96,appy,50,5,99,92
sprite65.jpg,160,96,sprite,71,5,110,95
appy_fizz25.jpg,160,96,appyfizz,71,5,100,94
fanta230.jpg,160,96,fanta,77,2,107,93
fanta40.jpg,160,96,fanta,75,2,105,92
sprite400.jpg,160,96,sprite,73,4,112,95
sprite425.jpg,160,96,sprite,72,4,112,95
fanta65.jpg,160,96,fanta,74,2,104,93
sprite40.jpg,160,96,sprite,71,4,110,95
sprite380.jpg,160,96,sprite,74,6,112,95
appy_fizz185.jpg,160,96,appyfizz,73,6,103,95
fanta215.jpg,160,96,fanta,78,2,108,94
appy1_110.jpg,160,96,appy,53,5,98,90
sprite155.jpg,160,96,sprite,73,4,112,95
appy_fizz230.jpg,160,96,appyfizz,67,6,96,95
appy2_170.jpg,160,96,appy,51,23,130,82
appy1_40.jpg,160,96,appy,56,4,101,92
appy2_10.jpg,160,96,appy,62,19,114,81
sprite550.jpg,160,96,sprite,70,2,110,95
appy2_165.jpg,160,96,appy,52,23,129,83
appy1_55.jpg,160,96,appy,52,4,101,92
appy2_5.jpg,160,96,appy,65,20,111,81
sprite140.jpg,160,96,sprite,74,5,113,95
appy1_105.jpg,160,96,appy,54,5,98,90
appy_fizz190.jpg,160,96,appyfizz,72,6,102,95
fanta200.jpg,160,96,fanta,77,2,107,94
sprite55.jpg,160,96,sprite,71,4,111,95
sprite395.jpg,160,96,sprite,74,5,112,95
appy_fizz15.jpg,160,96,appyfizz,72,6,102,95
sprite430.jpg,160,96,sprite,72,5,111,95
fanta70.jpg,160,96,fanta,74,1,105,93
sprite340.jpg,160,96,sprite,72,6,111,95
sprite80.jpg,160,96,sprite,71,6,111,95
appy_fizz145.jpg,160,96,appyfizz,72,5,103,95
appy2_205.jpg,160,96,appy,52,25,129,72
sprite195.jpg,160,96,sprite,72,5,111,95
sprite220.jpg,160,96,sprite,72,5,111,95
sprite585.jpg,160,96,sprite,71,1,110,95
sprite590.jpg,160,96,sprite,71,1,110,95
sprite235.jpg,160,96,sprite,72,6,111,95
fanta175.jpg,160,96,fanta,78,2,107,94
appy1_95.jpg,160,96,appy,52,5,96,89
sprite180.jpg,160,96,sprite,73,5,112,95
appy2_210.jpg,160,96,appy,51,23,129,74
appy_fizz150.jpg,160,96,appyfizz,72,6,103,95
sprite355.jpg,160,96,sprite,73,6,111,95
sprite95.jpg,160,96,sprite,72,6,111,95
appy_fizz140.jpg,160,96,appyfizz,73,5,103,95
sprite345.jpg,160,96,sprite,73,5,112,95
sprite85.jpg,160,96,sprite,71,6,111,95
appy2_200.jpg,160,96,appy,50,26,128,72
sprite190.jpg,160,96,sprite,73,5,112,95
appy1_85.jpg,160,96,appy,52,4,98,90
fanta165.jpg,160,96,fanta,77,2,107,93
appy1_260.jpg,160,96,appy,57,5,101,90
sprite580.jpg,160,96,sprite,71,1,110,95
sprite595.jpg,160,96,sprite,71,1,110,95
sprite230.jpg,160,96,sprite,72,6,110,95
appy1_90.jpg,160,96,appy,52,5,97,89
sprite185.jpg,160,96,sprite,73,5,112,95
appy2_215.jpg,160,96,appy,50,23,128,76
sprite350.jpg,160,96,sprite,72,6,111,95
sprite90.jpg,160,96,sprite,71,5,111,95
appy_fizz155.jpg,160,96,appyfizz,74,6,104,94
sprite420.jpg,160,96,sprite,73,5,112,95
fanta60.jpg,160,96,fanta,75,1,104,93
fanta210.jpg,160,96,fanta,78,2,108,94
sprite45.jpg,160,96,sprite,71,4,110,95
sprite385.jpg,160,96,sprite,74,6,112,95
sprite150.jpg,160,96,sprite,74,5,113,95
appy1_115.jpg,160,96,appy,53,5,99,90
appy_fizz235.jpg,160,96,appyfizz,67,6,95,95
appy2_175.jpg,160,96,appy,50,23,130,80
appy1_45.jpg,160,96,appy,55,3,101,92
sprite540.jpg,160,96,sprite,70,2,109,95
appy2_15.jpg,160,96,appy,60,19,118,82
sprite555.jpg,160,96,sprite,70,2,109,95
appy2_160.jpg,160,96,appy,54,23,129,85
appy2_0.jpg,160,96,appy,63,20,108,80
appy_fizz220.jpg,160,96,appyfizz,69,5,98,95
appy1_100.jpg,160,96,appy,54,6,98,89
sprite145.jpg,160,96,sprite,74,5,112,95
appy_fizz10.jpg,160,96,appyfizz,74,5,103,95
sprite50.jpg,160,96,sprite,71,5,109,95
sprite390.jpg,160,96,sprite,74,6,112,95
appy_fizz195.jpg,160,96,appyfizz,72,6,101,95
fanta205.jpg,160,96,fanta,77,1,107,93
sprite435.jpg,160,96,sprite,72,4,111,95
fanta75.jpg,160,96,fanta,74,1,105,93
appy1_5.jpg,160,96,appy,58,5,96,90
sprite320.jpg,160,96,sprite,72,6,111,95
appy_fizz125.jpg,160,96,appyfizz,72,5,101,95
sprite0.jpg,160,96,sprite,70,3,108,95
appy2_265.jpg,160,96,appy,58,20,107,82
sprite485.jpg,160,96,sprite,71,3,109,95
appy_fizz0.jpg,160,96,appyfizz,74,5,103,95
appy_fizz290.jpg,160,96,appyfizz,69,5,99,95
fanta100.jpg,160,96,fanta,76,2,106,94
appy1_205.jpg,160,96,appy,54,5,100,94
sprite240.jpg,160,96,sprite,72,6,110,95
appy2_305.jpg,160,96,appy,48,20,123,81
appy2_310.jpg,160,96,appy,47,21,124,81
sprite255.jpg,160,96,sprite,71,5,109,95
appy1_210.jpg,160,96,appy,54,5,100,94
appy_fizz285.jpg,160,96,appyfizz,68,5,99,95
fanta115.jpg,160,96,fanta,76,2,105,93
appy2_270.jpg,160,96,appy,60,19,105,81
sprite490.jpg,160,96,sprite,70,4,108,95
appy_fizz130.jpg,160,96,appyfizz,72,5,101,95
sprite335.jpg,160,96,sprite,72,6,111,95
sprite445.jpg,160,96,sprite,72,4,111,95
appy_fizz60.jpg,160,96,appyfizz,68,6,96,95
sprite20.jpg,160,96,sprite,71,4,108,95
fanta275.jpg,160,96,fanta,77,1,106,92
appy1_170.jpg,160,96,appy,54,5,94,92
sprite135.jpg,160,96,sprite,74,5,111,95
appy_fizz330.jpg,160,96,appyfizz,74,6,104,95
appy_fizz250.jpg,160,96,appyfizz,66,5,96,95
appy1_20.jpg,160,96,appy,61,5,97,91
appy2_110.jpg,160,96,appy,50,23,114,87
sprite525.jpg,160,96,sprite,68,2,107,95
sprite280.jpg,160,96,sprite,71,7,109,95
fanta315.jpg,160,96,fanta,75,2,105,92
appy2_65.jpg,160,96,appy,44,26,122,72
appy2_70.jpg,160,96,appy,47,28,124,73
fanta300.jpg,160,96,fanta,77,2,106,93
sprite530.jpg,160,96,sprite,71,2,108,95
appy1_35.jpg,160,96,appy,57,3,100,92
appy2_105.jpg,160,96,appy,48,23,117,85
appy_fizz245.jpg,160,96,appyfizz,66,6,96,95
appy_fizz325.jpg,160,96,appyfizz,74,5,103,95
sprite120.jpg,160,96,sprite,73,5,112,95
fanta260.jpg,160,96,fanta,78,1,107,93
sprite35.jpg,160,96,sprite,71,4,108,95
appy_fizz75.jpg,160,96,appyfizz,66,6,95,95
fanta10.jpg,160,96,fanta,76,2,105,93
sprite440.jpg,160,96,sprite,72,5,111,95
fanta270.jpg,160,96,fanta,77,1,106,93
sprite25.jpg,160,96,sprite,71,3,108,95
appy_fizz65.jpg,160,96,appyfizz,66,6,96,95
appy_fizz335.jpg,160,96,appyfizz,75,6,104,95
sprite130.jpg,160,96,sprite,74,5,112,95
appy1_175.jpg,160,96,appy,55,5,94,92
appy_fizz255.jpg,160,96,appyfizz,66,6,95,95
appy1_25.jpg,160,96,appy,60,4,98,92
appy2_115.jpg,160,96,appy,55,24,111,85
sprite520.jpg,160,96,sprite,69,1,107,95
appy2_60.jpg,160,96,appy,43,26,121,74
fanta310.jpg,160,96,fanta,76,2,105,93
sprite285.jpg,160,96,sprite,72,5,109,95
sprite290.jpg,160,96,sprite,72,6,110,95
fanta305.jpg,160,96,fanta,76,2,105,93
appy2_75.jpg,160,96,appy,46,26,124,77
sprite535.jpg,160,96,sprite,70,2,109,95
appy1_30.jpg,160,96,appy,58,5,99,92
appy2_100.jpg,160,96,appy,46,23,118,86
appy_fizz240.jpg,160,96,appyfizz,67,6,95,95
appy1_160.jpg,160,96,appy,51,5,97,94
sprite125.jpg,160,96,sprite,73,5,112,95
appy_fizz320.jpg,160,96,appyfizz,73,5,103,95
appy_fizz70.jpg,160,96,appyfizz,66,6,96,95
sprite30.jpg,160,96,sprite,71,4,109,95
fanta265.jpg,160,96,fanta,77,1,107,93
fanta15.jpg,160,96,fanta,76,2,105,93
sprite455.jpg,160,96,sprite,72,4,110,95
sprite5.jpg,160,96,sprite,71,4,109,95
appy_fizz120.jpg,160,96,appyfizz,70,5,100,95
appy1_0.jpg,160,96,appy,57,4,97,91
sprite325.jpg,160,96,sprite,72,7,111,95
sprite480.jpg,160,96,sprite,70,3,108,95
appy_fizz5.jpg,160,96,appyfizz,75,5,103,95
appy_fizz295.jpg,160,96,appyfizz,70,6,100,95
sprite245.jpg,160,96,sprite,72,6,110,95
appy1_200.jpg,160,96,appy,56,5,99,94
appy2_300.jpg,160,96,appy,50,20,122,82
appy2_315.jpg,160,96,appy,46,22,124,80
appy1_215.jpg,160,96,appy,53,5,101,94
sprite250.jpg,160,96,sprite,72,7,109,95
appy_fizz280.jpg,160,96,appyfizz,68,5,98,95
fanta110.jpg,160,96,fanta,75,1,105,93
appy2_275.jpg,160,96,appy,64,20,109,81
sprite495.jpg,160,96,sprite,70,3,108,95
sprite330.jpg,160,96,sprite,72,6,110,95
appy_fizz135.jpg,160,96,appyfizz,72,5,102,95
